review_content,rating,source,date
"I tried this for the first time after weeks of watching the vendors grow and debating how this would be. I loved the idea of helping to stop food waste while still supporting local, but wasnt sure the value or quantity I would get. I got 4 cupcakes and 3 sugar cookies from a local Bakery (For The Love if Cake) for only $4.99! Everything was fresh and delicious and the staff was so nice. It would be great if later the app added a choice to pay and send food to a soup kitchen/shelter, I'd do it!",5,Google,2021-12-08
"App has a good idea behind it, but is poorly implemented. TGTG oversell magic bags, resulting in people turning up and having to request a refund. Also need to close the app for it to refresh properly. Decreasing my review to 1 star as they still haven't responded to my email about a refund for an order the store had no food for.",1,Google,2021-12-08
"Lovely ladies, great customer service and nice selection of food. Thank you so much",5,Google,2021-12-08
Quick pick up. Good lunch,4,Google,2021-12-08
"Good selection of fruit and vegetables, friendly, quick service",5,Google,2021-12-08
"I am poor and dont have money for fancy dining. Thanks to this app I can eat from the restaurants that I wouldnt be able to otherwise. It helps environment, it helps poor people like me and it is easy to use. Wish there were many other restaurants participating.",5,Google,2021-12-08
I can't wait until this becomes more popular in the USA. Support this Certified B Corporation and help reduce food waste!,5,Google,2021-12-08
App won't load up at all,1,Google,2021-12-08
A great idea! Will try to use all that I received 😊,5,Google,2021-12-07
A great way to fix your tea ;),5,Google,2021-12-07
Just awesome. No sign up. Simple good experience. Just please add a 1km filter. 3 it's too much on Wintee,5,Google,2021-12-07
"I was served quickly and the chef was very helpful. the food itself was a bit undercooked for my personal taste, but then I like my roast veg cooked until crispy. overall an excellent experience, recommended.",5,Google,2021-12-07
a great app got greggs for cheap to feed others,5,Google,2021-12-07
Brilliant idea,5,Google,2021-12-07
"Great service, fantastic food, brilliant value for money.",5,Google,2021-12-07
"Fantastic magic bag really was magic, have to recommend costa 100% will be back definitely 👍",5,Google,2021-12-07
excellent,5,Google,2021-12-07
Poor app had several orders and many times been to collect to be told nothing available,2,Google,2021-12-07
Great way to save food and reduce waste,4,Google,2021-12-07
great idea to cut down on food waste,5,Google,2021-12-07
"Great idea. More businesses should take this approach, it's a win win situation",5,Google,2021-12-07
Brilliant idea what an app I split mine with my kids and makes a good meal for them,5,Google,2021-12-07
Great bakery,5,Google,2021-12-07
Good selection from Le Pain Quotidian,5,Google,2021-12-07
avoid wasting food,5,Google,2021-12-07
"fantastic idea, great assortment thanks",5,Google,2021-12-07
"Such a cool way to reduce food waste in your community! Great value, and fun to get surprise bags",5,Google,2021-12-07
so far have had a mixed experience. I booked a Costa treat around 6am but by midday it was cancelled as apparently they had run out !,3,Google,2021-12-06
its my first try and i am amazed by the quantity and quality for the value of money... gonna keep buying here from now on for my vege needs.,5,Google,2021-12-06
"The app is only as good as the sellers. Day 1 had one cancel and the 2nd wasn't great, not a huge amount and a stale donut. Trying again tomorrow with different sellers, we will see",3,Google,2021-12-06
Fabulous!!,5,Google,2021-12-06
worth trying,5,Google,2021-12-06
Unable to pay with Paypal!,2,Google,2021-12-06
"Perfect idea, would be much better when also the restaurants decide to join this. For now the options are limited, but the effort, and value even from these limited number of shops deserve no less than 5 stars.",5,Google,2021-12-06
"you must get this App, ideal for kids lunch boxes",5,Google,2021-12-06
"Mooi concept, helaas recent gekaapt. Zie voornamelijk A-merken ""magic boxen"" die zelfs een eigen 'Save the date' afdeling hebben gekregen. Ondanks dat, staan ze overal tussen. Save it before it's too late, pick up tomorrow, groceries (oke.). Dikke spam/advertising. Goed voor 2G2G's portemonnee, slecht voor mijn ervaring. Als dit langer aanhoudt verwijderen we de app. !: Wel vriendelijk behandeld toen ik een keer een slechte ervaring heb gehad. *Betalingen lukken niet meer sinds kort, hier IDEAL",2,Google,2021-12-06
"I love the app, improvement would be an option to get notifications when certain vendors (or even all favorites) post a magic bag.",4,Google,2021-12-06
App is beyond amazing. Just recently moved to SF and trying to survive in this crazy and expensive town. This app saves me tons of money and the restaurants are so generous with their portions that I always end up donating at least half of what I buy to many of the homeless in my area. I can feed myself on a budget and help someone else in desperate need of a warm meal. It's definitely a win for everyone involved. A force for good developed by the socially conscious. Brilliant. 👏👏👏,5,Google,2021-12-06
"amazing app, got some really good bargains and there has never been a bad bit of food. just needs more places near me 😆",5,Google,2021-12-06
"Very poor, wasted petrol and time and got nothing. Starbucks told me they don't do food bags as it's too busy. But your app advertised it and took £5 payment off me.they didn't bother canceling it which could've saved me wasting my time and money. So much for saving , what a waste.",1,Google,2021-12-05
got 24 eggs! had to find home for them,5,Google,2021-12-05
"What a great idea, everyone's a winner and saves on food waste. My thanks to our local radio for giving you a plug on air, I'd still be in the dark if it hadnt been for them, thumbs up to radio gloucestershire too",5,Google,2021-12-05
"I was amazed. quantity of foods. quality of foods. location wasn't far. and the staff, were amazing, and polite. many thanx. keep up the good work.",5,Google,2021-12-05
awesome,5,Google,2021-12-05
It's great but would be even better if more retailers joined.,5,Google,2021-12-05
"excellent service, good quality, friendly staff. gorgeous cakes",5,Google,2021-12-05
Excellent thanks very much 👏👍👌great idea and will be having more for sure.,5,Google,2021-12-05
"Would give more, the selection for my area is shocking!",3,Google,2021-12-05
make you make an account before seeing the deals. Not a problem but if you delete your account they'll store your data for 5 years after deletion as per the privacy policy.,1,Google,2021-12-05
The app works as it says. Great experience had today. Happy with what I got for the order.,5,Google,2021-12-05
"Used it a couple times and it was okay. Today, I arranged two pickups. I had one order cancel 5 minutes before I was supposed to pick it up. Of course I was already pretty much there. On the second order the place had never heard of the app. Not sure how get my money back for the second one, since there's no refund option for ""the store is indirectly listed"".",1,Google,2021-12-05
"when the places you order from in advance, have the food on time then it'd great. When you get there at the collection time and get told there's nothing for you but no one tells you before you go all the way. Hit and Miss",3,Google,2021-12-05
